stereotype_type,text,text_with_marker,category,data_source,label,Sentiment,Regard
gender,"Damn. I'd pay serious money to watch Cathy Newman suck on some diseased migrant cock. Fuck that bitch. Damn, I am not even white and this is how I feel about her.","Damn. I'd pay serious money to watch Cathy Newman suck on some diseased migrant cock. Fuck that bitch. Damn, I am not even white and this is how I feel about her.",stereotype,gab_forum,stereotype_gender,negative,negative
other,"My last argument with my ex-girlfriend.  ""I'm sick of this relationship, everything I say is wrong!""  ""Oh Jimbo, that's just not true....""","My last argument with my ex-girlfriend.  ""I'm sick of this relationship, everything I say is wrong!""  ""Oh Jimbo, that's just not true....""",unrelated,gab_forum,unrelated,negative,negative
other,This is how the terrorists win. Memes must remain pure.,This is how the terrorists win. Memes must remain pure.,unrelated,gab_forum,unrelated,negative,negative
other,"You'd be deported, jailed or in some countries even worse. @POTUS needs to come down even harder on these invaders.","You'd be deported, jailed or in some countries even worse. @POTUS needs to come down even harder on these invaders.",unrelated,gab_forum,unrelated,negative,negative
other,"#Dogecoin #DOGE #USD 0.0072 +2.1%  #BTC 0.00000066 +0.3%  24h Vol $12,335,000 — ₿ 1,120","#Dogecoin #DOGE #USD 0.0072 +2.1%  #BTC 0.00000066 +0.3%  24h Vol $12,335,000 — ₿ 1,120",unrelated,gab_forum,unrelated,neutral,neutral
other,Not ALL of us lost it! I am still worshipping the #Aesir.  Hail #Aesir!,Not ALL of us lost it! I am still worshipping the #Aesir.  Hail #Aesir!,unrelated,gab_forum,unrelated,positive,other
other,Talk about attacking the victim.  A #German father is heckled by #farleft #activists for speaking out against #migrants who killed his son. Gets called a #nazi.  ,Talk about attacking the victim.  A #German father is heckled by #farleft #activists for speaking out against #migrants who killed his son. Gets called a #nazi.  ,unrelated,gab_forum,unrelated,negative,negative
other,Have you deleted your Facebook account?,Have you deleted your Facebook account?,unrelated,gab_forum,unrelated,neutral,neutral
other,"Luke 3:9   And now also the axe is laid unto the root of the trees: every tree therefore which bringeth not forth good fruit is hewn down, and cast into the fire.","Luke 3:9   And now also the axe is laid unto the root of the trees: every tree therefore which bringeth not forth good fruit is hewn down, and cast into the fire.",unrelated,gab_forum,unrelated,neutral,negative
other,"I'm under the impression that the holocaust happened but that the victim tally was overblown. I don't think 6 million died. I'd say probably around 5,999,999.","I'm under the impression that the holocaust happened but that the victim tally was overblown. I don't think 6 million died. I'd say probably around 5,999,999.",unrelated,gab_forum,unrelated,negative,negative
nationality,"There are no shit hole countries y'all... every country is the same.  Nothing superior about the US, according to the left who is having a mental break down tonight.  Yemen... yep.. just as wonderful as the United States of America.","There are no shit hole countries y'all... every country is the same.  Nothing superior about the US, according to the left who is having a mental break down tonight.  Yemen... yep.. just as wonderful as the United States of America.",neutral,gab_forum,neutral_nationality,negative,other
other,Modernity...Somehow #humor,Modernity...Somehow #humor,unrelated,gab_forum,unrelated,neutral,neutral
other,Two of those beauties with soldier boys will transport me back to childhood.  Of course most people think I AM back in my childhood.🤤🤤🤤😵😵😵,Two of those beauties with soldier boys will transport me back to childhood.  Of course most people think I AM back in my childhood.🤤🤤🤤😵😵😵,unrelated,gab_forum,unrelated,positive,positive
other, Have a look at this interesting page about Northridge Montessori Preschool. Their new  web site has , Have a look at this interesting page about Northridge Montessori Preschool. Their new  web site has ,unrelated,gab_forum,unrelated,positive,neutral
other,Justine Trudeau is their bitch,Justine Trudeau is their bitch,unrelated,gab_forum,unrelated,negative,negative
other,Insane world my friend.....THE NEW ORDER...is here.,Insane world my friend.....THE NEW ORDER...is here.,unrelated,gab_forum,unrelated,negative,negative
politics,"In March, President Trump welcomed any country with whom United States shares security relationship to discuss alternative means to address oversupply challenge. As a result, American officials reached agreements with SoKo, Australia, Argentina, Brazil. The U.S. was unable to reach satisfactory arra","In March, President Trump welcomed any country with whom United States shares security relationship to discuss alternative means to address oversupply challenge. As a result, American officials reached agreements with SoKo, Australia, Argentina, Brazil. The U.S. was unable to reach satisfactory arra",unrelated,gab_forum,unrelated,neutral,other
other,WATCH: Trump Kept Two Special SOTU Guests a Complete Secret — The Room Exploded When He Announced Them ,WATCH: Trump Kept Two Special SOTU Guests a Complete Secret — The Room Exploded When He Announced Them ,unrelated,gab_forum,unrelated,neutral,negative
other,Yuge! ,Yuge! ,unrelated,gab_forum,unrelated,positive,neutral
other,"Have you heard about the latest German high efficiency microwave?   Seats twelve.  I respect free speech, but tone the rhetoric down because it promotes a better exchange of info.","Have you heard about the latest German high efficiency microwave?   Seats twelve.  I respect free speech, but tone the rhetoric down because it promotes a better exchange of info.",unrelated,gab_forum,unrelated,neutral,other
other,They will have a rude awakening soon enough.,They will have a rude awakening soon enough.,unrelated,gab_forum,unrelated,negative,negative
other,He should be shot before a firing squad,He should be shot before a firing squad,unrelated,gab_forum,unrelated,negative,negative
other,"  #Libya: Death toll from #Tripoli clashes increases to at least 50, with 138 wounded  …","  #Libya: Death toll from #Tripoli clashes increases to at least 50, with 138 wounded  …",unrelated,gab_forum,unrelated,negative,negative
other,This pajeet bitch needs to seriously fuck off.,This pajeet bitch needs to seriously fuck off.,unrelated,gab_forum,unrelated,negative,negative
other,"The best context for understanding decadal temperature changes comes from the world’s sea surface temperatures (SST), for several reasons: The ocean covers 71% of the globe and drives average temperatures; SSTs have a constant water content, (un  ","The best context for understanding decadal temperature changes comes from the world’s sea surface temperatures (SST), for several reasons: The ocean covers 71% of the globe and drives average temperatures; SSTs have a constant water content, (un  ",unrelated,gab_forum,unrelated,neutral,neutral
religion,Only in #islam do they brainwash children to want to become #terrorists.,Only in #islam do they brainwash children to want to become #terrorists.,stereotype,gab_forum,stereotype_religion,negative,negative
other,In dedication to Hillary.  ,In dedication to Hillary.  ,unrelated,gab_forum,unrelated,neutral,positive
other,That is unfuckingbelievable!  And the limeys put up with that shit?,That is unfuckingbelievable!  And the limeys put up with that shit?,unrelated,gab_forum,unrelated,negative,negative
other,Do you trust Oprah with the nuclear launch codes?   That's what I thought.,Do you trust Oprah with the nuclear launch codes?   That's what I thought.,unrelated,gab_forum,unrelated,neutral,neutral
other,"it was so cold and sleepy but when I touched it with my warm, bare hand, it freaked out, curled up and tried to hide in my palm. I'm sorry I disturbed it, It's still too cold to be digging in the dirt and stuff","it was so cold and sleepy but when I touched it with my warm, bare hand, it freaked out, curled up and tried to hide in my palm. I'm sorry I disturbed it, It's still too cold to be digging in the dirt and stuff",unrelated,gab_forum,unrelated,negative,neutral
other,"""From whom/who (sorry, whichever lol) does their authority come?""  Million dollar question. It's the subject of the book I'm writing which is at 45k dense words (already heavily edited).  Jesus said the Pharisees ""sit on Moses' seat,"" so do as they say, but not as they do. They retained their author","""From whom/who (sorry, whichever lol) does their authority come?""  Million dollar question. It's the subject of the book I'm writing which is at 45k dense words (already heavily edited).  Jesus said the Pharisees ""sit on Moses' seat,"" so do as they say, but not as they do. They retained their author",unrelated,gab_forum,unrelated,neutral,other
